rank_in_stream,seed,score,uncapped,roguelike_chests,village_chests
3413,3826497995083455193,225074,229974,578,33
3414,4127681056872397352,175668,178868,452,17
3415,7402579838567319522,148230,150530,416,35
3416,-153468662750044427,238254,242154,741,64
3417,7852526686765112431,159756,162756,471,14
3418,-6425242247335785958,168035,170935,422,49
3419,8732585173394690110,246195,249895,563,44
3420,5439632324960630030,141016,143016,414,29
3421,-592268621702963425,218870,222270,510,32
3422,-8268506361555860821,310228,315528,714,35
3423,-6841083095924735735,261828,266428,725,54
3424,-860772915034203079,340361,346361,784,49
3425,783137823562223395,170844,174144,451,42
3426,2447230032706669321,244640,248040,604,38
3427,-6957120972832226418,223421,226221,450,24
3428,-2724539330298167295,197544,199844,430,25
3429,-6064421037540269496,211025,213625,457,22
3430,-2112861683407982238,288076,292876,636,34
3431,3254781836676737983,299268,303368,641,49
3432,4000471586214867347,149069,151269,302,31
3433,-5122352237018961722,287183,291383,675,9
3434,-5607441747971260121,196727,199427,488,38
3435,-7359926855159553531,149023,149623,384,25
3436,6488423495873882101,282152,286652,611,31
3437,-4792634449910745338,276786,292586,608,40
3438,-9074621672577190772,331420,336320,700,39
3439,6067498238734898375,261674,265574,610,25
3440,8998331766804353575,266371,280971,697,0
3441,4852671275572480917,284809,288809,675,22
3442,227317029766799347,227766,231666,575,14
3443,3482219295973099819,262242,266042,578,29
3444,-2949760587033192098,220551,223551,461,24
3445,-904904812123821677,191589,194989,502,36
3446,7563884458496286141,171611,183011,403,57
3447,-7130719854501248742,266163,280763,597,21
3448,-2719358342402235822,252576,257976,634,22
3449,-1423667767136848863,254989,258989,603,30
3450,-6457728294617281593,280683,289183,593,70
3451,4035195536868743670,273593,277193,625,39
3452,367087831947377223,219018,221418,598,14
3453,1634404805262983838,208407,241407,481,18
3454,-8905803245137062099,279465,284665,755,39
3455,976873253727292838,231843,235743,593,41
3456,-2780492065139885103,234445,238445,527,35
3457,-3489406695992125126,259630,265330,583,50
3458,1888854364816473497,319250,324950,837,28
3459,-6598895640121278312,244283,269083,639,33
3460,-4695177498068630694,236139,239739,547,44
3461,-8759288765166254574,161718,164718,479,14
3462,4570168367587775431,279353,282153,620,48
3463,1923646309163043596,86237,94537,496,34
3464,-6095725113243254523,272743,297343,600,49
3465,9085637026858361798,242795,245495,578,31
3466,6258228434750764358,256279,269479,571,25
3467,8993218198942870933,192396,195896,443,17
3468,-5016622905811621209,259444,262144,517,44
3469,8964135748480644292,303443,307543,693,26
3470,4499954245702606195,211058,213758,447,46
3471,-2316015159416240553,239196,243396,553,45
3472,-5725053319961845421,210776,212976,460,13
3473,6163009402149330046,206516,211816,524,46
3474,4055348479844527070,167910,171210,480,44
3475,8468345546643635361,281089,286989,651,29
3476,-6297253141860789679,192231,194531,446,30
3477,2558334483804975736,214916,239416,522,42
3478,-1592814607226704058,310248,315248,827,36
3479,-2129544664042276128,251529,254529,588,21
3480,-6468645143684678270,232203,237603,578,43
3481,6688979009467916295,189358,191758,419,36
3482,4124441110781470757,177220,180720,536,8
3483,7522762827592517266,344893,359993,719,28
